,aposta,numero_sorteado,resultado
4964,Cachorro,72,perda
4965,Cachorro,14,perda
4966,Cachorro,90,perda
4967,Cachorro,14,perda
4968,Cachorro,68,perda
4969,Cachorro,53,perda
4970,Cachorro,68,perda
4971,Cachorro,15,perda
4972,Cachorro,64,perda
4973,Cachorro,45,perda
4974,Cachorro,26,perda
4975,Cachorro,81,perda
4976,Cachorro,92,perda
4977,Cachorro,46,perda
4978,Cachorro,37,perda
4979,Cachorro,6,perda
4980,Cachorro,62,perda
4981,Cachorro,78,perda
4982,Cachorro,27,perda
4983,Cachorro,67,perda
4984,Cachorro,38,perda
4985,Cachorro,36,perda
4986,Cachorro,75,perda
4987,Cachorro,36,perda
4988,Cachorro,38,perda
4989,Cachorro,41,perda
4990,Cachorro,80,perda
4991,Cachorro,47,perda
4992,Cachorro,40,perda
4993,Cachorro,96,perda
4994,Cachorro,97,perda
4995,Cachorro,29,perda
4996,Cachorro,68,perda
4997,Cachorro,1,perda
4998,Cachorro,69,perda
4999,Cachorro,43,perda
5000,Cachorro,98,perda
5001,Cachorro,22,perda
5002,Cachorro,20,perda
5003,Cachorro,11,perda
5004,Cachorro,47,perda
5005,Cachorro,89,perda
5006,Cachorro,79,perda
5007,Cachorro,80,perda
5008,Cachorro,87,perda
5009,Cachorro,62,perda
5010,Cachorro,8,perda
5011,Cachorro,97,perda
5012,Cachorro,64,perda
5013,Cachorro,44,perda
5014,Cachorro,90,perda
5015,Cachorro,23,perda
5016,Cachorro,69,perda
5017,Cachorro,9,perda
5018,Cachorro,26,perda
5019,Cachorro,0,perda
5020,Cachorro,8,perda
5021,Cachorro,37,perda
5022,Cachorro,39,perda
5023,Cachorro,20,perda
5024,Cachorro,16,ganho
5025,Cachorro,99,perda
5026,Cachorro,82,perda
5027,Cachorro,41,perda
5028,Cachorro,82,perda
5029,Cachorro,50,perda
5030,Cachorro,37,perda
5031,Cachorro,49,perda
5032,Cachorro,86,perda
5033,Cachorro,94,perda
5034,Cachorro,61,perda
5035,Cachorro,52,perda
5036,Cachorro,62,perda
5037,Cachorro,71,perda
5038,Cachorro,31,perda
5039,Cachorro,81,perda
5040,Cachorro,65,perda
5041,Cachorro,43,perda
5042,Cachorro,99,perda
5043,Cachorro,95,perda
5044,Cachorro,72,perda
5045,Cachorro,58,perda
5046,Cachorro,48,perda
5047,Cachorro,46,perda
5048,Cachorro,71,perda
5049,Cachorro,65,perda
5050,Cachorro,52,perda
5051,Cachorro,37,perda
5052,Cachorro,36,perda
5053,Cachorro,54,perda
5054,Cachorro,89,perda
5055,Cachorro,2,perda
5056,Cachorro,81,perda
5057,Cachorro,38,perda
5058,Cachorro,12,perda
5059,Cachorro,94,perda
5060,Cachorro,26,perda
5061,Cachorro,34,perda
5062,Cachorro,90,perda
5063,Cachorro,30,perda
5064,Cachorro,55,perda
5065,Cachorro,58,perda
5066,Cachorro,74,perda
5067,Cachorro,6,perda
5068,Cachorro,33,perda
5069,Cachorro,70,perda
5070,Cachorro,22,perda
5071,Cachorro,86,perda
5072,Cachorro,92,perda
5073,Cachorro,93,perda
5074,Cachorro,58,perda
5075,Cachorro,0,perda
5076,Cachorro,47,perda
5077,Cachorro,86,perda
5078,Cachorro,99,perda
5079,Cachorro,44,perda
5080,Cachorro,24,perda
5081,Cachorro,0,perda
5082,Cachorro,44,perda
5083,Cachorro,42,perda
5084,Cachorro,76,perda
5085,Cachorro,2,perda
5086,Cachorro,37,perda
5087,Cachorro,5,perda
5088,Cachorro,1,perda
5089,Cachorro,15,perda
5090,Cachorro,32,perda
5091,Cachorro,20,perda
5092,Cachorro,51,perda
5093,Cachorro,18,ganho
5094,Cachorro,85,perda
5095,Cachorro,37,perda
5096,Cachorro,38,perda
5097,Cachorro,32,perda
5098,Cachorro,36,perda
5099,Cachorro,67,perda
5100,Cachorro,66,perda
5101,Cachorro,88,perda
5102,Cachorro,43,perda
5103,Cachorro,45,perda
5104,Cachorro,73,perda
5105,Cachorro,71,perda
5106,Cachorro,79,perda
5107,Cachorro,55,perda
5108,Cachorro,64,perda
5109,Cachorro,13,perda
5110,Cachorro,49,perda
5111,Cachorro,61,perda
5112,Cachorro,77,perda
5113,Cachorro,48,perda
5114,Cachorro,76,perda
5115,Cachorro,33,perda
5116,Cachorro,80,perda
5117,Cachorro,13,perda
5118,Cachorro,7,perda
5119,Cachorro,49,perda
5120,Cachorro,38,perda
5121,Cachorro,56,perda
5122,Cachorro,6,perda
5123,Cachorro,39,perda
5124,Cachorro,95,perda
5125,Cachorro,3,perda
5126,Cachorro,50,perda
5127,Cachorro,15,perda
5128,Cachorro,93,perda
5129,Cachorro,95,perda
5130,Cachorro,27,perda
5131,Cachorro,15,perda
5132,Cachorro,24,perda
5133,Cachorro,40,perda
5134,Cachorro,55,perda
5135,Cachorro,43,perda
5136,Cachorro,94,perda
5137,Cachorro,63,perda
5138,Cachorro,3,perda
5139,Cachorro,28,perda
5140,Cachorro,6,perda
5141,Cachorro,82,perda
5142,Cachorro,84,perda
5143,Cachorro,49,perda
5144,Cachorro,77,perda
5145,Cachorro,8,perda
5146,Cachorro,0,perda
5147,Cachorro,29,perda
5148,Cachorro,50,perda
5149,Cachorro,99,perda
5150,Cachorro,21,perda
5151,Cachorro,85,perda
5152,Cachorro,76,perda
5153,Cachorro,74,perda
5154,Cachorro,57,perda
5155,Cachorro,15,perda
5156,Cachorro,87,perda
5157,Cachorro,84,perda
5158,Cachorro,1,perda
5159,Cachorro,75,perda
5160,Cachorro,44,perda
5161,Cachorro,95,perda
5162,Cachorro,12,perda
5163,Cachorro,7,perda
5164,Cachorro,95,perda
5165,Cachorro,60,perda
5166,Cachorro,83,perda
5167,Cachorro,99,perda
5168,Cachorro,6,perda
5169,Cachorro,85,perda
5170,Cachorro,80,perda
5171,Cachorro,63,perda
5172,Cachorro,34,perda
5173,Cachorro,75,perda
5174,Cachorro,34,perda
5175,Cachorro,1,perda
5176,Cachorro,86,perda
5177,Cachorro,11,perda
5178,Cachorro,50,perda
5179,Cachorro,40,perda
5180,Cachorro,33,perda
5181,Cachorro,80,perda
5182,Cachorro,21,perda
5183,Cachorro,72,perda
5184,Cachorro,52,perda
5185,Cachorro,85,perda
5186,Cachorro,58,perda
5187,Cachorro,99,perda
5188,Cachorro,96,perda
5189,Cachorro,59,perda
5190,Cachorro,27,perda
5191,Cachorro,83,perda
5192,Cachorro,16,ganho
5193,Cachorro,41,perda
5194,Cachorro,63,perda
5195,Cachorro,26,perda
5196,Cachorro,82,perda
5197,Cachorro,9,perda
5198,Cachorro,34,perda
5199,Cachorro,40,perda
5200,Cachorro,10,perda
5201,Cachorro,76,perda
5202,Cachorro,30,perda
5203,Cachorro,17,ganho
5204,Cachorro,93,perda
5205,Cachorro,90,perda
5206,Cachorro,74,perda
5207,Cachorro,26,perda
5208,Cachorro,84,perda
5209,Cachorro,99,perda
5210,Cachorro,92,perda
5211,Cachorro,48,perda
5212,Cachorro,38,perda
5213,Cachorro,34,perda
5214,Cachorro,49,perda
5215,Cachorro,10,perda
5216,Cachorro,87,perda
5217,Cachorro,81,perda
5218,Cachorro,43,perda
5219,Cachorro,56,perda
5220,Cachorro,80,perda
5221,Cachorro,15,perda
5222,Cachorro,58,perda
5223,Cachorro,3,perda
5224,Cachorro,38,perda
5225,Cachorro,16,ganho
5226,Cachorro,68,perda
5227,Cachorro,52,perda
5228,Cachorro,58,perda
5229,Cachorro,79,perda
5230,Cachorro,76,perda
5231,Cachorro,39,perda
5232,Cachorro,18,ganho
5233,Cachorro,5,perda
5234,Cachorro,14,perda
5235,Cachorro,52,perda
5236,Cachorro,96,perda
5237,Cachorro,14,perda
5238,Cachorro,89,perda
5239,Cachorro,36,perda
5240,Cachorro,38,perda
5241,Cachorro,14,perda
5242,Cachorro,86,perda
5243,Cachorro,49,perda
5244,Cachorro,90,perda
5245,Cachorro,19,ganho
5246,Cachorro,96,perda
5247,Cachorro,57,perda
5248,Cachorro,84,perda
5249,Cachorro,88,perda
5250,Cachorro,76,perda
5251,Cachorro,70,perda
5252,Cachorro,10,perda
5253,Cachorro,96,perda
5254,Cachorro,61,perda
5255,Cachorro,89,perda
5256,Cachorro,10,perda
5257,Cachorro,37,perda
5258,Cachorro,99,perda
5259,Cachorro,33,perda
5260,Cachorro,90,perda
5261,Cachorro,52,perda
5262,Cachorro,82,perda
5263,Cachorro,94,perda
5264,Cachorro,21,perda
5265,Cachorro,47,perda
5266,Cachorro,69,perda
5267,Cachorro,80,perda
5268,Cachorro,61,perda
5269,Cachorro,64,perda
5270,Cachorro,97,perda
5271,Cachorro,17,ganho
5272,Cachorro,47,perda
5273,Cachorro,75,perda
5274,Cachorro,68,perda
5275,Cachorro,26,perda
5276,Cachorro,24,perda
5277,Cachorro,10,perda
5278,Cachorro,61,perda
5279,Cachorro,4,perda
5280,Cachorro,16,ganho
5281,Cachorro,31,perda
5282,Cachorro,31,perda
5283,Cachorro,56,perda
5284,Cachorro,83,perda
5285,Cachorro,78,perda
5286,Cachorro,65,perda
5287,Cachorro,21,perda
5288,Cachorro,98,perda
5289,Cachorro,66,perda
5290,Cachorro,40,perda
5291,Cachorro,22,perda
5292,Cachorro,3,perda
5293,Cachorro,35,perda
5294,Cachorro,88,perda
5295,Cachorro,19,ganho
5296,Cachorro,46,perda
5297,Cachorro,37,perda
5298,Cachorro,58,perda
5299,Cachorro,6,perda
5300,Cachorro,87,perda
5301,Cachorro,20,perda
5302,Cachorro,96,perda
5303,Cachorro,69,perda
5304,Cachorro,91,perda
5305,Cachorro,56,perda
5306,Cachorro,75,perda
5307,Cachorro,79,perda
5308,Cachorro,26,perda
5309,Cachorro,82,perda
5310,Cachorro,13,perda
5311,Cachorro,94,perda
5312,Cachorro,38,perda
5313,Cachorro,34,perda
5314,Cachorro,79,perda
5315,Cachorro,89,perda
5316,Cachorro,69,perda
5317,Cachorro,76,perda
5318,Cachorro,12,perda
5319,Cachorro,95,perda
5320,Cachorro,81,perda
5321,Cachorro,55,perda
5322,Cachorro,26,perda
5323,Cachorro,13,perda
5324,Cachorro,59,perda
5325,Cachorro,87,perda
5326,Cachorro,37,perda
5327,Cachorro,3,perda
5328,Cachorro,4,perda
5329,Cachorro,38,perda
5330,Cachorro,36,perda
5331,Cachorro,29,perda
5332,Cachorro,75,perda
5333,Cachorro,0,perda
5334,Cachorro,91,perda
5335,Cachorro,9,perda
5336,Cachorro,91,perda
5337,Cachorro,95,perda
5338,Cachorro,12,perda
5339,Cachorro,42,perda
5340,Cachorro,80,perda
5341,Cachorro,26,perda
5342,Cachorro,23,perda
5343,Cachorro,30,perda
5344,Cachorro,35,perda
5345,Cachorro,85,perda
5346,Cachorro,94,perda
5347,Cachorro,71,perda
5348,Cachorro,8,perda
5349,Cachorro,89,perda
5350,Cachorro,83,perda
5351,Cachorro,84,perda
5352,Cachorro,3,perda
5353,Cachorro,36,perda
5354,Cachorro,16,ganho
5355,Cachorro,99,perda
5356,Cachorro,2,perda
5357,Cachorro,34,perda
5358,Cachorro,57,perda
5359,Cachorro,94,perda
5360,Cachorro,20,perda
5361,Cachorro,14,perda
5362,Cachorro,91,perda
5363,Cachorro,92,perda
5364,Cachorro,54,perda
5365,Cachorro,86,perda
5366,Cachorro,77,perda
5367,Cachorro,63,perda
5368,Cachorro,31,perda
5369,Cachorro,97,perda
5370,Cachorro,20,perda
5371,Cachorro,53,perda
5372,Cachorro,55,perda
5373,Cachorro,44,perda
5374,Cachorro,43,perda
5375,Cachorro,87,perda
5376,Cachorro,79,perda
5377,Cachorro,65,perda
5378,Cachorro,29,perda
5379,Cachorro,98,perda
5380,Cachorro,95,perda
5381,Cachorro,46,perda
5382,Cachorro,97,perda
5383,Cachorro,51,perda
5384,Cachorro,74,perda
5385,Cachorro,64,perda
5386,Cachorro,49,perda
5387,Cachorro,62,perda
5388,Cachorro,82,perda
5389,Cachorro,49,perda
5390,Cachorro,60,perda
5391,Cachorro,53,perda
5392,Cachorro,4,perda
5393,Cachorro,11,perda
5394,Cachorro,84,perda
5395,Cachorro,64,perda
5396,Cachorro,34,perda
5397,Cachorro,19,ganho
5398,Cachorro,57,perda
5399,Cachorro,45,perda
5400,Cachorro,95,perda
5401,Cachorro,55,perda
5402,Cachorro,18,ganho
5403,Cachorro,40,perda
5404,Cachorro,38,perda
5405,Cachorro,81,perda
5406,Cachorro,21,perda
5407,Cachorro,29,perda
5408,Cachorro,21,perda
5409,Cachorro,96,perda
5410,Cachorro,26,perda
5411,Cachorro,87,perda
5412,Cachorro,51,perda
5413,Cachorro,92,perda
5414,Cachorro,17,ganho
5415,Cachorro,3,perda
5416,Cachorro,49,perda
5417,Cachorro,84,perda
5418,Cachorro,68,perda
5419,Cachorro,2,perda
5420,Cachorro,33,perda
5421,Cachorro,39,perda
5422,Cachorro,17,ganho
5423,Cachorro,95,perda
5424,Cachorro,35,perda
5425,Cachorro,14,perda
5426,Cachorro,84,perda
5427,Cachorro,13,perda
5428,Cachorro,71,perda
5429,Cachorro,77,perda
5430,Cachorro,37,perda
5431,Cachorro,79,perda
5432,Cachorro,56,perda
5433,Cachorro,20,perda
5434,Cachorro,56,perda
5435,Cachorro,18,ganho
5436,Cachorro,92,perda
5437,Cachorro,77,perda
5438,Cachorro,95,perda
5439,Cachorro,2,perda
5440,Cachorro,65,perda
5441,Cachorro,38,perda
5442,Cachorro,73,perda
5443,Cachorro,87,perda
5444,Cachorro,88,perda
5445,Cachorro,22,perda
5446,Cachorro,77,perda
5447,Cachorro,27,perda
5448,Cachorro,31,perda
5449,Cachorro,25,perda
5450,Cachorro,93,perda
5451,Cachorro,9,perda
5452,Cachorro,26,perda
5453,Cachorro,32,perda
5454,Cachorro,91,perda
5455,Cachorro,31,perda
5456,Cachorro,54,perda
5457,Cachorro,84,perda
5458,Cachorro,54,perda
5459,Cachorro,19,ganho
5460,Cachorro,29,perda
5461,Cachorro,42,perda
5462,Cachorro,12,perda
5463,Cachorro,67,perda
5464,Cachorro,95,perda
5465,Cachorro,18,ganho
5466,Cachorro,57,perda
5467,Cachorro,93,perda
5468,Cachorro,77,perda
5469,Cachorro,0,perda
5470,Cachorro,7,perda
5471,Cachorro,36,perda
5472,Cachorro,14,perda
5473,Cachorro,76,perda
5474,Cachorro,71,perda
5475,Cachorro,58,perda
5476,Cachorro,21,perda
5477,Cachorro,63,perda
5478,Cachorro,59,perda
5479,Cachorro,32,perda
5480,Cachorro,72,perda
5481,Cachorro,20,perda
5482,Cachorro,82,perda
5483,Cachorro,11,perda
5484,Cachorro,27,perda
5485,Cachorro,59,perda
5486,Cachorro,5,perda
5487,Cachorro,25,perda
5488,Cachorro,51,perda
5489,Cachorro,90,perda
5490,Cachorro,87,perda
5491,Cachorro,26,perda
5492,Cachorro,86,perda
5493,Cachorro,15,perda
5494,Cachorro,21,perda
5495,Cachorro,46,perda
5496,Cachorro,1,perda
5497,Cachorro,27,perda
5498,Cachorro,66,perda
5499,Cachorro,31,perda
5500,Cachorro,92,perda
5501,Cachorro,81,perda
5502,Cachorro,78,perda
5503,Cachorro,65,perda
5504,Cachorro,13,perda
5505,Cachorro,18,ganho
5506,Cachorro,19,ganho
5507,Cachorro,49,perda
5508,Cachorro,1,perda
5509,Cachorro,15,perda
5510,Cachorro,95,perda
5511,Cachorro,32,perda
5512,Cachorro,26,perda
5513,Cachorro,34,perda
5514,Cachorro,41,perda
5515,Cachorro,94,perda
5516,Cachorro,21,perda
5517,Cachorro,22,perda
5518,Cachorro,69,perda
5519,Cachorro,43,perda
5520,Cachorro,33,perda
5521,Cachorro,92,perda
5522,Cachorro,23,perda
5523,Cachorro,79,perda
5524,Cachorro,78,perda
5525,Cachorro,93,perda
5526,Cachorro,43,perda
5527,Cachorro,38,perda
5528,Cachorro,68,perda
5529,Cachorro,42,perda
5530,Cachorro,57,perda
5531,Cachorro,93,perda
5532,Cachorro,50,perda
5533,Cachorro,64,perda
5534,Cachorro,62,perda
5535,Cachorro,8,perda
5536,Cachorro,5,perda
5537,Cachorro,55,perda
5538,Cachorro,30,perda
5539,Cachorro,7,perda
5540,Cachorro,94,perda
5541,Cachorro,34,perda
5542,Cachorro,71,perda
5543,Cachorro,37,perda
5544,Cachorro,26,perda
5545,Cachorro,58,perda
5546,Cachorro,51,perda
5547,Cachorro,49,perda
5548,Cachorro,28,perda
5549,Cachorro,11,perda
5550,Cachorro,16,ganho
5551,Cachorro,44,perda
5552,Cachorro,53,perda
5553,Cachorro,20,perda
5554,Cachorro,88,perda
5555,Cachorro,84,perda
5556,Cachorro,75,perda
5557,Cachorro,60,perda
5558,Cachorro,34,perda
5559,Cachorro,86,perda
5560,Cachorro,7,perda
5561,Cachorro,10,perda
5562,Cachorro,5,perda
5563,Cachorro,68,perda
5564,Cachorro,96,perda
5565,Cachorro,82,perda
5566,Cachorro,21,perda
5567,Cachorro,54,perda
5568,Cachorro,69,perda
5569,Cachorro,42,perda
5570,Cachorro,30,perda
5571,Cachorro,4,perda
5572,Cachorro,7,perda
5573,Cachorro,80,perda
5574,Cachorro,78,perda
5575,Cachorro,94,perda
5576,Cachorro,47,perda
5577,Cachorro,79,perda
5578,Cachorro,2,perda
5579,Cachorro,92,perda
5580,Cachorro,47,perda
5581,Cachorro,78,perda
5582,Cachorro,67,perda
5583,Cachorro,17,ganho
5584,Cachorro,2,perda
5585,Cachorro,46,perda
5586,Cachorro,67,perda
5587,Cachorro,68,perda
5588,Cachorro,82,perda
5589,Cachorro,37,perda
5590,Cachorro,86,perda
5591,Cachorro,68,perda
5592,Cachorro,41,perda
5593,Cachorro,59,perda
5594,Cachorro,85,perda
5595,Cachorro,80,perda
5596,Cachorro,15,perda
5597,Cachorro,56,perda
5598,Cachorro,67,perda
5599,Cachorro,22,perda
5600,Cachorro,25,perda
5601,Cachorro,35,perda
5602,Cachorro,33,perda
5603,Cachorro,62,perda
5604,Cachorro,22,perda
5605,Cachorro,62,perda
5606,Cachorro,87,perda
5607,Cachorro,9,perda
5608,Cachorro,13,perda
5609,Cachorro,87,perda
5610,Cachorro,7,perda
5611,Cachorro,3,perda
5612,Cachorro,6,perda
5613,Cachorro,70,perda
5614,Cachorro,47,perda
5615,Cachorro,87,perda
5616,Cachorro,26,perda
5617,Cachorro,63,perda
5618,Cachorro,51,perda
5619,Cachorro,54,perda
5620,Cachorro,74,perda
5621,Cachorro,14,perda
5622,Cachorro,67,perda
5623,Cachorro,79,perda
5624,Cachorro,89,perda
5625,Cachorro,47,perda
5626,Cachorro,17,ganho
5627,Cachorro,2,perda
5628,Cachorro,36,perda
5629,Cachorro,17,ganho
5630,Cachorro,26,perda
5631,Cachorro,37,perda
5632,Cachorro,93,perda
5633,Cachorro,13,perda
5634,Cachorro,60,perda
5635,Cachorro,35,perda
5636,Cachorro,25,perda
5637,Cachorro,82,perda
5638,Cachorro,44,perda
5639,Cachorro,87,perda
5640,Cachorro,12,perda
5641,Cachorro,88,perda
5642,Cachorro,88,perda
5643,Cachorro,3,perda
5644,Cachorro,88,perda
5645,Cachorro,85,perda
5646,Cachorro,99,perda
5647,Cachorro,47,perda
5648,Cachorro,19,ganho
5649,Cachorro,68,perda
5650,Cachorro,97,perda
5651,Cachorro,75,perda
5652,Cachorro,36,perda
5653,Cachorro,46,perda
5654,Cachorro,7,perda
5655,Cachorro,98,perda
5656,Cachorro,92,perda
5657,Cachorro,56,perda
5658,Cachorro,94,perda
5659,Cachorro,11,perda
5660,Cachorro,40,perda
5661,Cachorro,52,perda
5662,Cachorro,50,perda
5663,Cachorro,62,perda
5664,Cachorro,49,perda
5665,Cachorro,32,perda
5666,Cachorro,76,perda
5667,Cachorro,30,perda
5668,Cachorro,6,perda
5669,Cachorro,48,perda
5670,Cachorro,70,perda
5671,Cachorro,44,perda
5672,Cachorro,81,perda
5673,Cachorro,93,perda
5674,Cachorro,91,perda
5675,Cachorro,14,perda
5676,Cachorro,74,perda
5677,Cachorro,10,perda
5678,Cachorro,6,perda
5679,Cachorro,17,ganho
5680,Cachorro,35,perda
5681,Cachorro,33,perda
5682,Cachorro,2,perda
5683,Cachorro,56,perda
5684,Cachorro,95,perda
5685,Cachorro,19,ganho
5686,Cachorro,26,perda
5687,Cachorro,41,perda
5688,Cachorro,71,perda
5689,Cachorro,81,perda
5690,Cachorro,61,perda
5691,Cachorro,65,perda
5692,Cachorro,79,perda
5693,Cachorro,33,perda
5694,Cachorro,48,perda
5695,Cachorro,98,perda
5696,Cachorro,31,perda
5697,Cachorro,35,perda
5698,Cachorro,48,perda
5699,Cachorro,8,perda
5700,Cachorro,18,ganho
5701,Cachorro,89,perda
5702,Cachorro,7,perda
5703,Cachorro,7,perda
5704,Cachorro,98,perda
5705,Cachorro,31,perda
5706,Cachorro,7,perda
5707,Cachorro,88,perda
5708,Cachorro,62,perda
5709,Cachorro,76,perda
5710,Cachorro,73,perda
5711,Cachorro,36,perda
5712,Cachorro,83,perda
5713,Cachorro,76,perda
5714,Cachorro,1,perda
5715,Cachorro,50,perda
5716,Cachorro,51,perda
5717,Cachorro,96,perda
5718,Cachorro,53,perda
5719,Cachorro,82,perda
5720,Cachorro,40,perda
5721,Cachorro,85,perda
5722,Cachorro,51,perda
5723,Cachorro,62,perda
5724,Cachorro,89,perda
5725,Cachorro,41,perda
5726,Cachorro,24,perda
5727,Cachorro,83,perda
5728,Cachorro,27,perda
5729,Cachorro,40,perda
5730,Cachorro,3,perda
5731,Cachorro,24,perda
5732,Cachorro,93,perda
5733,Cachorro,64,perda
5734,Cachorro,41,perda
5735,Cachorro,57,perda
5736,Cachorro,9,perda
5737,Cachorro,39,perda
5738,Cachorro,61,perda
5739,Cachorro,29,perda
5740,Cachorro,38,perda
5741,Cachorro,29,perda
5742,Cachorro,71,perda
5743,Cachorro,18,ganho
5744,Cachorro,7,perda
5745,Cachorro,30,perda
5746,Cachorro,78,perda
5747,Cachorro,13,perda
5748,Cachorro,95,perda
5749,Cachorro,69,perda
5750,Cachorro,25,perda
5751,Cachorro,68,perda
5752,Cachorro,80,perda
5753,Cachorro,57,perda
5754,Cachorro,66,perda
5755,Cachorro,45,perda
5756,Cachorro,17,ganho
5757,Cachorro,81,perda
5758,Cachorro,12,perda
5759,Cachorro,46,perda
5760,Cachorro,55,perda
5761,Cachorro,80,perda
5762,Cachorro,55,perda
5763,Cachorro,71,perda
5764,Cachorro,67,perda
5765,Cachorro,16,ganho
5766,Cachorro,84,perda
5767,Cachorro,37,perda
5768,Cachorro,87,perda
5769,Cachorro,7,perda
5770,Cachorro,70,perda
5771,Cachorro,58,perda
5772,Cachorro,30,perda
5773,Cachorro,54,perda
5774,Cachorro,57,perda
5775,Cachorro,76,perda
5776,Cachorro,43,perda
5777,Cachorro,98,perda
5778,Cachorro,76,perda
5779,Cachorro,90,perda
5780,Cachorro,81,perda
5781,Cachorro,94,perda
5782,Cachorro,7,perda
5783,Cachorro,15,perda
5784,Cachorro,91,perda
5785,Cachorro,38,perda
5786,Cachorro,12,perda
5787,Cachorro,68,perda
5788,Cachorro,94,perda
5789,Cachorro,42,perda
5790,Cachorro,54,perda
5791,Cachorro,48,perda
5792,Cachorro,56,perda
5793,Cachorro,37,perda
5794,Cachorro,18,ganho
5795,Cachorro,99,perda
5796,Cachorro,20,perda
5797,Cachorro,89,perda
5798,Cachorro,2,perda
5799,Cachorro,11,perda
5800,Cachorro,20,perda
5801,Cachorro,32,perda
5802,Cachorro,4,perda
5803,Cachorro,48,perda
5804,Cachorro,20,perda
5805,Cachorro,29,perda
5806,Cachorro,94,perda
5807,Cachorro,80,perda
5808,Cachorro,6,perda
5809,Cachorro,79,perda
5810,Cachorro,87,perda
5811,Cachorro,95,perda
5812,Cachorro,95,perda
5813,Cachorro,30,perda
5814,Cachorro,46,perda
5815,Cachorro,34,perda
5816,Cachorro,6,perda
5817,Cachorro,22,perda
5818,Cachorro,21,perda
5819,Cachorro,78,perda
5820,Cachorro,52,perda
5821,Cachorro,23,perda
5822,Cachorro,30,perda
5823,Cachorro,77,perda
5824,Cachorro,49,perda
5825,Cachorro,58,perda
5826,Cachorro,44,perda
5827,Cachorro,47,perda
5828,Cachorro,72,perda
5829,Cachorro,49,perda
5830,Cachorro,73,perda
5831,Cachorro,96,perda
5832,Cachorro,55,perda
5833,Cachorro,11,perda
5834,Cachorro,95,perda
5835,Cachorro,7,perda
5836,Cachorro,67,perda
5837,Cachorro,77,perda
5838,Cachorro,33,perda
5839,Cachorro,71,perda
5840,Cachorro,25,perda
5841,Cachorro,67,perda
5842,Cachorro,32,perda
5843,Cachorro,69,perda
5844,Cachorro,81,perda
5845,Cachorro,19,ganho
5846,Cachorro,76,perda
5847,Cachorro,62,perda
5848,Cachorro,61,perda
5849,Cachorro,88,perda
5850,Cachorro,84,perda
5851,Cachorro,4,perda
5852,Cachorro,40,perda
5853,Cachorro,79,perda
5854,Cachorro,15,perda
5855,Cachorro,60,perda
5856,Cachorro,62,perda
5857,Cachorro,83,perda
5858,Cachorro,20,perda
5859,Cachorro,45,perda
5860,Cachorro,72,perda
5861,Cachorro,34,perda
5862,Cachorro,19,ganho
5863,Cachorro,46,perda
5864,Cachorro,27,perda
5865,Cachorro,75,perda
5866,Cachorro,1,perda
5867,Cachorro,22,perda
5868,Cachorro,32,perda
5869,Cachorro,69,perda
5870,Cachorro,60,perda
5871,Cachorro,36,perda
5872,Cachorro,40,perda
5873,Cachorro,41,perda
5874,Cachorro,47,perda
5875,Cachorro,93,perda
5876,Cachorro,47,perda
5877,Cachorro,45,perda
5878,Cachorro,59,perda
5879,Cachorro,1,perda
5880,Cachorro,44,perda
5881,Cachorro,10,perda
5882,Cachorro,21,perda
5883,Cachorro,47,perda
5884,Cachorro,62,perda
5885,Cachorro,39,perda
5886,Cachorro,37,perda
5887,Cachorro,15,perda
5888,Cachorro,81,perda
5889,Cachorro,38,perda
5890,Cachorro,42,perda
5891,Cachorro,65,perda
5892,Cachorro,55,perda
5893,Cachorro,43,perda
5894,Cachorro,4,perda
5895,Cachorro,86,perda
5896,Cachorro,4,perda
5897,Cachorro,48,perda
5898,Cachorro,87,perda
5899,Cachorro,13,perda
5900,Cachorro,7,perda
5901,Cachorro,34,perda
5902,Cachorro,92,perda
5903,Cachorro,6,perda
5904,Cachorro,10,perda
5905,Cachorro,48,perda
5906,Cachorro,86,perda
5907,Cachorro,34,perda
5908,Cachorro,0,perda
5909,Cachorro,88,perda
5910,Cachorro,99,perda
5911,Cachorro,24,perda
5912,Cachorro,92,perda
5913,Cachorro,43,perda
5914,Cachorro,99,perda
5915,Cachorro,43,perda
5916,Cachorro,69,perda
5917,Cachorro,94,perda
5918,Cachorro,80,perda
5919,Cachorro,72,perda
5920,Cachorro,83,perda
5921,Cachorro,79,perda
5922,Cachorro,95,perda
5923,Cachorro,79,perda
5924,Cachorro,11,perda
5925,Cachorro,56,perda
5926,Cachorro,82,perda
5927,Cachorro,35,perda
5928,Cachorro,21,perda
5929,Cachorro,9,perda
5930,Cachorro,27,perda
5931,Cachorro,60,perda
5932,Cachorro,73,perda
5933,Cachorro,52,perda
5934,Cachorro,22,perda
5935,Cachorro,47,perda
5936,Cachorro,17,ganho
5937,Cachorro,39,perda
5938,Cachorro,11,perda
5939,Cachorro,97,perda
5940,Cachorro,4,perda
5941,Cachorro,56,perda
5942,Cachorro,56,perda
5943,Cachorro,57,perda
5944,Cachorro,50,perda
5945,Cachorro,89,perda
5946,Cachorro,68,perda
5947,Cachorro,77,perda
5948,Cachorro,38,perda
5949,Cachorro,26,perda
5950,Cachorro,98,perda
5951,Cachorro,79,perda
5952,Cachorro,18,ganho
5953,Cachorro,55,perda
5954,Cachorro,98,perda
5955,Cachorro,80,perda
5956,Cachorro,31,perda
5957,Cachorro,70,perda
5958,Cachorro,43,perda
5959,Cachorro,47,perda
